series_id,year,value,activity_code,activity_text,analysis_group,domain,rationale,stat_type_code,stat_name,minutes_per_day,pct_engaged
TUU30105AA01000721,2018,6.1,010300,Health-related self care,high_primary,health_medical,Health-related self-care captures household health management outside formal care.,30105,pct_engaged,,6.1
TUU30105AA01000721,2019,6.8,010300,Health-related self care,high_primary,health_medical,Health-related self-care captures household health management outside formal care.,30105,pct_engaged,,6.8
TUU30105AA01000721,2020,,010300,Health-related self care,high_primary,health_medical,Health-related self-care captures household health management outside formal care.,30105,pct_engaged,,
TUU30105AA01000721,2021,7.1,010300,Health-related self care,high_primary,health_medical,Health-related self-care captures household health management outside formal care.,30105,pct_engaged,,7.1
TUU30105AA01000721,2022,6.8,010300,Health-related self care,high_primary,health_medical,Health-related self-care captures household health management outside formal care.,30105,pct_engaged,,6.8
TUU30105AA01000721,2023,6.9,010300,Health-related self care,high_primary,health_medical,Health-related self-care captures household health management outside formal care.,30105,pct_engaged,,6.9
TUU30105AA01000721,2024,6.5,010300,Health-related self care,high_primary,health_medical,Health-related self-care captures household health management outside formal care.,30105,pct_engaged,,6.5
TUU10101AA01047346,2003,0.37,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,22.2,
TUU10101AA01047346,2004,0.35,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,21.0,
TUU10101AA01047346,2005,0.38,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,22.8,
TUU10101AA01047346,2006,0.38,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,22.8,
TUU10101AA01047346,2007,0.41,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,24.599999999999998,
TUU10101AA01047346,2008,0.37,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,22.2,
TUU10101AA01047346,2009,0.4,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,24.0,
TUU10101AA01047346,2010,0.36,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,21.599999999999998,
TUU10101AA01047346,2011,0.38,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,22.8,
TUU10101AA01047346,2012,0.39,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,23.400000000000002,
TUU10101AA01047346,2013,0.36,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,21.599999999999998,
TUU10101AA01047346,2014,0.33,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,19.8,
TUU10101AA01047346,2015,0.34,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,20.400000000000002,
TUU10101AA01047346,2016,0.34,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,20.400000000000002,
TUU10101AA01047346,2017,0.35,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,21.0,
TUU10101AA01047346,2018,0.31,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,18.6,
TUU10101AA01047346,2019,0.31,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,18.6,
TUU10101AA01047346,2020,,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,,
TUU10101AA01047346,2021,0.35,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,21.0,
TUU10101AA01047346,2022,0.35,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,21.0,
TUU10101AA01047346,2023,0.37,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,22.2,
TUU10101AA01047346,2024,0.4,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,24.0,
TUU30105AA01047346,2003,24.5,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,24.5
TUU30105AA01047346,2004,24.1,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,24.1
TUU30105AA01047346,2005,24.9,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,24.9
TUU30105AA01047346,2006,25.2,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,25.2
TUU30105AA01047346,2007,25.2,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,25.2
TUU30105AA01047346,2008,24.5,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,24.5
TUU30105AA01047346,2009,25.2,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,25.2
TUU30105AA01047346,2010,23.3,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,23.3
TUU30105AA01047346,2011,22.6,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,22.6
TUU30105AA01047346,2012,24.0,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,24.0
TUU30105AA01047346,2013,23.2,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,23.2
TUU30105AA01047346,2014,22.8,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,22.8
TUU30105AA01047346,2015,23.5,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,23.5
TUU30105AA01047346,2016,23.4,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,23.4
TUU30105AA01047346,2017,23.1,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,23.1
TUU30105AA01047346,2018,22.4,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,22.4
TUU30105AA01047346,2019,22.6,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,22.6
TUU30105AA01047346,2020,,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,
TUU30105AA01047346,2021,23.8,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,23.8
TUU30105AA01047346,2022,23.3,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,23.3
TUU30105AA01047346,2023,23.9,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,23.9
TUU30105AA01047346,2024,25.7,020101,Interior cleaning,low_control,physical_household,Interior cleaning is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,25.7
TUU10101AA01047535,2003,0.19,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,11.4,
TUU10101AA01047535,2004,0.18,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.799999999999999,
TUU10101AA01047535,2005,0.18,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.799999999999999,
TUU10101AA01047535,2006,0.18,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.799999999999999,
TUU10101AA01047535,2007,0.18,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.799999999999999,
TUU10101AA01047535,2008,0.17,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.200000000000001,
TUU10101AA01047535,2009,0.16,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,9.6,
TUU10101AA01047535,2010,0.17,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.200000000000001,
TUU10101AA01047535,2011,0.16,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,9.6,
TUU10101AA01047535,2012,0.17,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.200000000000001,
TUU10101AA01047535,2013,0.17,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.200000000000001,
TUU10101AA01047535,2014,0.17,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.200000000000001,
TUU10101AA01047535,2015,0.18,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.799999999999999,
TUU10101AA01047535,2016,0.18,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.799999999999999,
TUU10101AA01047535,2017,0.16,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,9.6,
TUU10101AA01047535,2018,0.18,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.799999999999999,
TUU10101AA01047535,2019,0.18,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.799999999999999,
TUU10101AA01047535,2020,,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,,
TUU10101AA01047535,2021,0.17,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.200000000000001,
TUU10101AA01047535,2022,0.17,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.200000000000001,
TUU10101AA01047535,2023,0.18,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.799999999999999,
TUU10101AA01047535,2024,0.17,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,10101,avg_hours_per_day,10.200000000000001,
TUU30105AA01047535,2003,16.9,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,16.9
TUU30105AA01047535,2004,17.1,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,17.1
TUU30105AA01047535,2005,16.8,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,16.8
TUU30105AA01047535,2006,16.6,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,16.6
TUU30105AA01047535,2007,16.2,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,16.2
TUU30105AA01047535,2008,16.2,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,16.2
TUU30105AA01047535,2009,15.7,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,15.7
TUU30105AA01047535,2010,15.3,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,15.3
TUU30105AA01047535,2011,14.6,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,14.6
TUU30105AA01047535,2012,15.0,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,15.0
TUU30105AA01047535,2013,15.1,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,15.1
TUU30105AA01047535,2014,15.6,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,15.6
TUU30105AA01047535,2015,17.1,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,17.1
TUU30105AA01047535,2016,17.0,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,17.0
TUU30105AA01047535,2017,15.7,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,15.7
TUU30105AA01047535,2018,16.7,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,16.7
TUU30105AA01047535,2019,16.6,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,16.6
TUU30105AA01047535,2020,,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,
TUU30105AA01047535,2021,15.5,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,15.5
TUU30105AA01047535,2022,15.5,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,15.5
TUU30105AA01047535,2023,15.6,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,15.6
TUU30105AA01047535,2024,15.0,020102,Laundry,low_control,physical_household,Laundry is a physical household task with low direct LLM substitution potential.,30105,pct_engaged,,15.0
TUU10101AA01047913,2003,0.4,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,24.0,
TUU10101AA01047913,2004,0.38,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,22.8,
TUU10101AA01047913,2005,0.39,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,23.400000000000002,
TUU10101AA01047913,2006,0.4,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,24.0,
TUU10101AA01047913,2007,0.39,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,23.400000000000002,
TUU10101AA01047913,2008,0.4,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,24.0,
TUU10101AA01047913,2009,0.41,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,24.599999999999998,
TUU10101AA01047913,2010,0.44,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,26.4,
TUU10101AA01047913,2011,0.43,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,25.8,
TUU10101AA01047913,2012,0.42,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,25.2,
TUU10101AA01047913,2013,0.45,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,27.0,
TUU10101AA01047913,2014,0.45,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,27.0,
TUU10101AA01047913,2015,0.45,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,27.0,
TUU10101AA01047913,2016,0.46,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,27.6,
TUU10101AA01047913,2017,0.47,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,28.2,
TUU10101AA01047913,2018,0.46,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,27.6,
TUU10101AA01047913,2019,0.47,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,28.2,
TUU10101AA01047913,2020,,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,,
TUU10101AA01047913,2021,0.5,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,30.0,
TUU10101AA01047913,2022,0.5,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,30.0,
TUU10101AA01047913,2023,0.51,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,30.6,
TUU10101AA01047913,2024,0.53,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,10101,avg_hours_per_day,31.8,
TUU30105AA01047913,2003,46.7,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,46.7
TUU30105AA01047913,2004,47.0,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,47.0
TUU30105AA01047913,2005,48.1,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,48.1
TUU30105AA01047913,2006,47.7,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,47.7
TUU30105AA01047913,2007,46.5,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,46.5
TUU30105AA01047913,2008,49.3,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,49.3
TUU30105AA01047913,2009,50.6,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,50.6
TUU30105AA01047913,2010,51.7,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,51.7
TUU30105AA01047913,2011,50.1,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,50.1
TUU30105AA01047913,2012,49.2,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,49.2
TUU30105AA01047913,2013,51.5,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,51.5
TUU30105AA01047913,2014,52.7,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,52.7
TUU30105AA01047913,2015,53.2,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,53.2
TUU30105AA01047913,2016,53.8,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,53.8
TUU30105AA01047913,2017,54.2,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,54.2
TUU30105AA01047913,2018,53.7,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,53.7
TUU30105AA01047913,2019,56.0,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,56.0
TUU30105AA01047913,2020,,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,
TUU30105AA01047913,2021,58.4,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,58.4
TUU30105AA01047913,2022,57.2,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,57.2
TUU30105AA01047913,2023,57.8,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,57.8
TUU30105AA01047913,2024,60.3,020201,Food and drink preparation,low_control,physical_household,Food and drink preparation is mostly physical time use rather than advice/search time.,30105,pct_engaged,,60.3
