group_id,year,cell_weight,respondents,household_production_minutes,care_minutes,education_minutes,admin_services_minutes,leisure_minutes,market_work_minutes,high_ai_minutes,ai_score_weighted_minutes,pre_ai_exposure,pre_high_ai_share,pre_weighted_n,age_group,gender,education,income_group,parent_status,pre_ai_exposure_z,exposure_bin
35_44|men|lt_hs|500_999_week|parent,2003,165861481.26374802,42,61.961529270606434,14.387501830433028,0.0,40.078556891312545,255.00537550468775,355.66866484795025,5.263042955396641,84.02540395397581,0.061563294516643184,0.017010492262672212,779971259.900946,35_44,men,lt_hs,500_999_week,parent,-0.5385484793489926,Q2
35_44|women|some_college|500_999_week|nonparent,2003,164212583.131806,43,76.42010020384824,3.26326969355803,3.4110568307213294,36.84796478107435,226.78226298637188,411.65624149754467,38.471150854046435,97.52360370218463,0.07741113677369617,0.04184997195110239,476753900.96719605,35_44,women,some_college,500_999_week,nonparent,0.29707446364968065,Q4_high
35_44|men|ba_plus|1000_1499_week|parent,2003,408379666.282635,147,63.011710482150015,72.71065279042661,4.9554088763178,36.85006385934702,228.99898669640186,347.13983358290886,32.54766655941246,96.14040464139197,0.06042555213655342,0.015122858551376937,1492238604.261527,35_44,men,ba_plus,1000_1499_week,parent,-0.5985392099862696,Q1_low
45_54|men|some_college|lt_500_week|nonparent,2003,157676307.43609405,38,55.282243324482224,10.814478144135899,0.24004297730107724,16.089147486530866,337.4903902511714,380.2700524175693,19.49208955637588,84.90234015322733,0.06150658204622368,0.013524538206135585,164511389.227555,45_54,men,some_college,lt_500_week,nonparent,-0.5415388070332285,Q2
45_54|men|ba_plus|no_valid_earnings|nonparent,2003,252653118.38552305,67,74.61955611460883,9.30222494698587,9.304802965983749,59.7008748020447,292.46277172687314,278.6264139711093,65.6044436403186,114.0613354955817,0.08479157671363986,0.054276293459159984,1183529254.8523889,45_54,men,ba_plus,no_valid_earnings,nonparent,0.6862293304894234,Q4_high
45_54|men|ba_plus|lt_500_week|nonparent,2003,101446221.49882299,31,70.68029599384863,9.599528668060612,0.0,49.264219153975766,225.02239878063222,370.52905331384045,26.773193552055652,93.76675359313786,0.06215191676430943,0.014557568997489157,201961273.32785296,45_54,men,ba_plus,lt_500_week,nonparent,-0.5075116828607855,Q2
35_44|men|ba_plus|500_999_week|parent,2003,285618058.215733,96,52.288230338222895,74.01822698109672,1.0451814835337894,37.33245734138276,236.7814947693592,371.70034354233337,34.55665143476241,97.16255983230513,0.06445207043840555,0.022237266353567882,938093073.6842451,35_44,men,ba_plus,500_999_week,parent,-0.38622948233648335,Q2
25_34|men|ba_plus|500_999_week|nonparent,2003,463789222.742196,85,55.32713318116631,7.011744097866305,9.448735557725124,48.443046472140985,273.9922583320977,359.1774287693732,39.86225901837031,101.55666209823964,0.06988957734752957,0.030131374899379965,2528583174.3331833,25_34,men,ba_plus,500_999_week,nonparent,-0.09952133290650741,Q3
15_24|women|lt_hs|no_valid_earnings|parent,2003,2031838690.541077,403,50.30213961744857,30.355056259336006,216.05321094722373,52.525941632134796,339.5781922114609,9.896308178490791,254.9979294988301,207.49686613789896,0.1438006669968175,0.17601563773379017,8839788917.792921,15_24,women,lt_hs,no_valid_earnings,parent,3.797652884958392,Q4_high
45_54|men|some_college|1500plus_week|nonparent,2003,76863628.887354,23,101.18144606682365,8.814910230798946,0.0,27.68213006348825,302.3047045221336,338.48241061517973,44.45094692041905,98.9378476353508,0.06582161511223907,0.022699095757053117,928207398.383895,45_54,men,some_college,1500plus_week,nonparent,-0.31401631082995834,Q2
15_24|women|hs|no_valid_earnings|parent,2003,337771367.778965,77,105.72607854280402,124.83338396358685,77.36341608140214,55.96423881607938,308.8618929767651,18.322920342202348,112.28103937452875,138.12173565793074,0.10976089165865921,0.10669772335262957,1334811057.8352969,15_24,women,hs,no_valid_earnings,parent,2.002808086170312,Q4_high
35_44|men|hs|1000_1499_week|parent,2003,222461140.33853498,57,88.21372715678379,45.379421057756545,1.8467256221257058,25.332380346178546,230.43620793701007,401.9447042199988,27.516205375118357,93.02026107376308,0.06173856401595511,0.015766429141157494,1133391844.190791,35_44,men,hs,1000_1499_week,parent,-0.5293068922321248,Q2
55_64|women|some_college|no_valid_earnings|nonparent,2003,650871371.514243,205,157.13993340903548,57.8756535301896,3.244877188829294,99.53582388290079,358.5074276881333,65.67128132355218,75.8001013198444,124.23760404881908,0.08013375497238827,0.04441838229519173,3483742260.84418,55_64,women,some_college,no_valid_earnings,nonparent,0.44063231808505837,Q4_high
35_44|women|hs|500_999_week|parent,2003,373277747.225903,114,113.41933679124925,54.239403129155704,2.2380269589536583,57.284471100949425,224.14199047158422,298.4885406466836,38.392913818177945,102.56981320295762,0.06457537590805149,0.019230333503452848,1266036936.174186,35_44,women,hs,500_999_week,parent,-0.37972784774408225,Q2
35_44|men|some_college|1500plus_week|nonparent,2003,18026424.861261003,6,12.686876278959833,3.966981545917343,0.0,130.2156386197998,256.02701004106876,188.89983751065847,35.12981784749398,117.87350370148819,0.05912905724360158,0.013149331398160546,344323764.133035,35_44,men,some_college,1500plus_week,nonparent,-0.6669006222503913,Q1_low
45_54|men|some_college|500_999_week|nonparent,2003,453675223.17276,104,96.75983880826193,14.434334600117063,7.979938694875832,46.88352588599249,253.52074247709018,364.6182542366967,48.95970209499834,104.26165639299668,0.060751187717037414,0.014757206348847616,882324688.093191,45_54,men,some_college,500_999_week,nonparent,-0.5813691399101358,Q2
65_plus|men|hs|no_valid_earnings|nonparent,2003,1432262550.2760398,337,127.99413475172295,20.964893651959606,0.0,50.07588979301662,473.98423267805697,24.945261450770573,33.672307201412806,97.8672705352851,0.06747206579927191,0.025297534656767852,9138906776.418041,65_plus,men,hs,no_valid_earnings,nonparent,-0.22699156399044557,Q3
25_34|men|hs|1500plus_week|parent,2003,63379373.03915,14,16.245267570888196,53.723119671382655,0.0,66.4235481835264,198.35416243519052,501.06843234754206,42.10349886009109,105.03952429641708,0.06871695314832907,0.02103759494143737,263461020.14060798,25_34,men,hs,1500plus_week,parent,-0.16135130751590882,Q3
35_44|women|ba_plus|no_valid_earnings|parent,2003,646060646.338835,232,203.0426427399578,176.1359893623305,12.656042312562558,78.67588923763725,216.26917366771454,53.94244729513767,78.60422617673764,128.86494396102452,0.08453925642126983,0.04967070440072184,2698891333.620609,35_44,women,ba_plus,no_valid_earnings,parent,0.6729250192861304,Q4_high
45_54|women|hs|lt_500_week|parent,2003,305605879.999002,90,136.66102673782675,44.16647640963497,1.4526637379505911,35.302746568927155,253.81275934335153,258.5971772726535,27.55902602100091,93.23405489952995,0.06390528510604536,0.017229768951032346,564329316.979948,45_54,women,hs,lt_500_week,parent,-0.41506030745477257,Q2
65_plus|women|lt_hs|no_valid_earnings|parent,2003,86821750.69947799,30,182.7864853120789,31.244562845593602,0.0,48.623795097189245,390.603168213279,0.0,37.371500709598834,98.55196342875679,0.05717285177429068,0.00954493427942633,381955378.27349806,65_plus,women,lt_hs,no_valid_earnings,parent,-0.7700471670519833,Q1_low
65_plus|women|hs|lt_500_week|nonparent,2003,212801252.738376,69,173.35427053378095,9.55842292250341,0.0,68.42221903778236,310.9293828793052,185.23504838829533,37.30693381036059,102.37395024501805,0.07832567928594153,0.04026750660089135,1188872817.798718,65_plus,women,hs,lt_500_week,nonparent,0.34529634099956164,Q4_high
25_34|men|some_college|500_999_week|nonparent,2003,384988183.320666,72,41.5949531049666,17.937221039999084,6.421636989428528,30.262153196967144,289.81436159544126,377.63806828851205,35.37367194733569,94.9252226457591,0.06395715289334705,0.022229208602786904,1747307316.709079,25_34,men,some_college,500_999_week,nonparent,-0.41232542958503726,Q2
35_44|women|ba_plus|500_999_week|parent,2003,507031359.85979605,210,125.74121865556562,105.84440754193348,5.719119997634304,61.116626286922646,190.57107465064018,270.14142246571265,48.409911350400826,109.66729551301638,0.06930715485370016,0.026925583417774256,1926396383.680934,35_44,women,ba_plus,500_999_week,parent,-0.13023122958949335,Q3
55_64|women|lt_hs|no_valid_earnings|nonparent,2003,395024894.06456006,118,191.46847435643716,22.484840317661043,0.0,55.456494804110164,424.76633709719505,3.106803382207018,35.668632515282226,98.86770701807117,0.06151135989701322,0.016795511580840163,1445984609.716185,55_64,women,lt_hs,no_valid_earnings,nonparent,-0.5412868811449464,Q2
45_54|women|ba_plus|no_valid_earnings|parent,2003,277789874.50643307,101,189.56745156329944,92.94730224932323,10.202034727085362,97.85889568961016,287.8787601246446,55.15890640011496,77.43896504942394,130.54259718942225,0.08438065902081938,0.04721564118713174,1475643401.215125,45_54,women,ba_plus,no_valid_earnings,parent,0.6645625164061335,Q4_high
65_plus|women|lt_hs|no_valid_earnings|nonparent,2003,1617916909.990702,452,165.83106556827107,18.08265210720913,0.15726116091756664,44.380394751834004,467.3612271094248,4.412935539752163,34.721407836454546,96.1716340133096,0.06534638344549622,0.021696009592558272,3941802650.138649,65_plus,women,lt_hs,no_valid_earnings,nonparent,-0.3390742636748063,Q2
65_plus|women|some_college|no_valid_earnings|parent,2003,31615610.256845,11,161.20011849886905,17.89654294056317,0.0,42.56908256838887,628.9499160498532,0.0,43.88339145066622,98.07416648526015,0.07893845325304392,0.04719153043590998,393005909.17845297,65_plus,women,some_college,no_valid_earnings,parent,0.377606606174948,Q4_high
25_34|women|hs|no_valid_earnings|parent,2003,583898165.25885,176,196.6479006566924,176.8227027993213,7.020459117583781,40.10122360444408,295.51662500258595,26.55487788327082,48.94302650156142,107.96610571071416,0.07735511863744443,0.04177651262520434,2133720490.9946969,25_34,women,hs,no_valid_earnings,parent,0.2941207467261579,Q4_high
25_34|women|hs|lt_500_week|parent,2003,665199068.816463,198,116.032188515905,95.42679175357075,2.586401634515313,50.37339263181163,219.43407376784248,238.78730648399986,42.055938041183296,102.6030447763289,0.0679575953196405,0.023169889412956616,1366419630.738956,25_34,women,hs,lt_500_week,parent,-0.20139062727348805,Q3
45_54|men|some_college|500_999_week|parent,2003,207608738.679986,59,82.76360494313776,13.250748157741215,0.0,23.397731559421036,250.57564810346045,366.39091867716553,21.44152591751128,87.2611365486917,0.05737393844663489,0.008211680381417537,546137839.403322,45_54,men,some_college,500_999_week,parent,-0.759444295429678,Q1_low
35_44|men|hs|no_valid_earnings|nonparent,2003,280628990.8898789,47,86.7458419607961,7.5560403234091575,0.4553123096822148,51.55301482071174,548.8497814027694,40.3312044879412,44.31668462713011,101.04676322689053,0.06277120946649413,0.01906398827408578,1120181224.14309,35_44,men,hs,no_valid_earnings,nonparent,-0.47485769867900385,Q2
65_plus|women|ba_plus|no_valid_earnings|nonparent,2003,771145184.090125,266,145.86902094572358,14.65116372214452,1.454278897459033,106.01390922603198,425.1695789165089,8.138605504109023,70.51428850383726,122.8509195597966,0.08484894881284029,0.05111522174307359,9699164314.824497,65_plus,women,ba_plus,no_valid_earnings,nonparent,0.6892544389932979,Q4_high
35_44|men|ba_plus|500_999_week|nonparent,2003,200213408.388607,53,56.81276954713229,3.7033346737212343,0.0,52.029902288221194,277.9697136818421,346.1136287144133,40.943435197937056,102.19862455780621,0.0643659187044031,0.022606202809028263,628096053.865012,35_44,men,ba_plus,500_999_week,nonparent,-0.3907720796405123,Q2
45_54|women|ba_plus|no_valid_earnings|nonparent,2003,292357576.009916,62,116.52004232150709,22.258657613808737,1.021145836813185,103.12021025004896,312.51794863274955,145.47053902797398,50.180964693021835,114.40773264624983,0.08465815658515,0.048677489140337746,1429748868.386689,45_54,women,ba_plus,no_valid_earnings,nonparent,0.6791943714952836,Q4_high
35_44|men|hs|1500plus_week|parent,2003,61402138.992319,17,95.0433482832917,50.46391743166578,0.0,63.20686433556392,287.85880410718914,283.214469601683,16.035685851402018,96.28688607341648,0.059676306523763295,0.01575962452472161,708225434.6848881,35_44,men,hs,1500plus_week,parent,-0.6380453341534189,Q1_low
65_plus|men|hs|lt_500_week|nonparent,2003,132380086.66142902,28,80.03274128126225,4.3314389925536805,0.0,56.925777996099825,269.44055758527065,393.75500369455847,18.69577832834788,92.64968114773295,0.05983700220654976,0.013957529684614337,481633097.739568,65_plus,men,hs,lt_500_week,nonparent,-0.6295721933182719,Q1_low
35_44|women|ba_plus|lt_500_week|parent,2003,328329218.594688,117,143.00268372269042,97.61270857874788,17.72976198862855,67.54807688404746,212.24223300995465,190.49532983154262,71.37135723349117,122.66603546293695,0.07184512698568774,0.03068672306548174,901966499.7395611,35_44,women,ba_plus,lt_500_week,parent,0.00359063131628578,Q3
45_54|women|hs|no_valid_earnings|nonparent,2003,621698595.9121208,131,182.56504498182608,56.547441982976,0.8007607689063049,48.546362190320075,364.8651501814438,77.95928967113667,39.32112340014912,98.8902414935207,0.07710660990041332,0.03785186999926288,1773098133.5975723,45_54,women,hs,no_valid_earnings,nonparent,0.2810174107116665,Q4_high
15_24|men|ba_plus|lt_500_week|nonparent,2003,81500387.129664,10,18.854013810112313,9.321518625075136,6.200332162695622,39.43122889196256,288.95663186788806,415.1221754478725,20.141425036188632,89.95571839074589,0.10977791502927257,0.10618733830831611,408278235.71587396,15_24,men,ba_plus,lt_500_week,nonparent,2.0037056922179346,Q4_high
65_plus|men|lt_hs|no_valid_earnings|nonparent,2003,1046830001.099249,264,83.25549659886282,16.094271125642734,0.0,41.87813836636471,557.590610926468,16.316490295168265,30.333192559583903,94.04603114028933,0.06466107212618234,0.021685875523833074,3123632750.8393097,65_plus,men,lt_hs,no_valid_earnings,nonparent,-0.37520926882104344,Q2
45_54|men|lt_hs|lt_500_week|nonparent,2003,77319733.23727201,19,32.50123629149905,0.4882692237143703,0.0,6.530479316235612,351.5597182102794,373.399058723604,1.6207752023068345,73.60585152204784,0.05348682667972944,0.004145776539755522,214270158.058529,45_54,men,lt_hs,lt_500_week,nonparent,-0.9644034136327083,Q1_low
25_34|men|ba_plus|500_999_week|parent,2003,281017427.46103805,85,81.66204052337572,73.48752287833082,8.83101378866634,34.933501409821865,219.57369115160824,351.7286911113802,30.651075730762678,94.5701028664686,0.060141065889495256,0.015118985247684801,648724251.4350381,25_34,men,ba_plus,500_999_week,parent,-0.6135395634194694,Q1_low
65_plus|men|ba_plus|500_999_week|parent,2003,6540825.062044,2,15.306447279227283,6.598567271282826,0.0,12.925444369125259,191.9050145505101,532.6128945584545,12.925444369125259,79.47090684535439,0.06525921319592805,0.016930461754129572,30126138.167942,65_plus,men,ba_plus,500_999_week,parent,-0.3436705651336794,Q2
65_plus|women|some_college|no_valid_earnings|nonparent,2003,1226757911.4904,408,173.7514803695102,15.092253417271303,3.3719225399657344,89.53463787426631,422.9743029856396,3.1952044434658644,61.454267801461285,115.84382138488904,0.08015233694052931,0.04538423869485006,8164112323.667278,65_plus,women,some_college,no_valid_earnings,nonparent,0.4416121056582099,Q4_high
55_64|women|some_college|lt_500_week|parent,2003,16438219.449052,7,204.8105125387374,22.914147036913878,0.0,4.622645591279795,262.3501708375698,260.29202815469364,29.788638274701317,89.84505996882635,0.06974501533038367,0.027847061605771682,193478495.579427,55_64,women,some_college,lt_500_week,parent,-0.10714377994086743,Q3
45_54|women|some_college|lt_500_week|parent,2003,216056309.95306402,86,139.33986353959,47.98252218358772,9.342350241606239,54.73531235025868,238.7846624909124,235.7702913091055,34.30102334653167,100.62273427186528,0.07132911050042515,0.02598813055653753,525447719.63950604,45_54,women,some_college,lt_500_week,parent,-0.02361781807745138,Q3
55_64|men|ba_plus|no_valid_earnings|nonparent,2003,560258116.67777,149,101.53042382135439,13.741666189846446,1.995590900078039,64.59556529428095,364.67891880682146,169.5871087328172,56.57885375246588,111.71119423240701,0.07366948960631652,0.035946477649739184,2954269765.65754,55_64,men,ba_plus,no_valid_earnings,nonparent,0.09978538372607416,Q3
55_64|women|ba_plus|1500plus_week|nonparent,2003,95267608.88828601,35,70.56881687804312,16.717288056569753,0.0,58.46012607277238,246.3260583976181,361.9602659095769,32.91214430897466,98.70770538082978,0.06523198756568192,0.01946717664165207,2219532446.782121,55_64,women,ba_plus,1500plus_week,nonparent,-0.345106114585917,Q2
25_34|women|some_college|no_valid_earnings|parent,2003,531787336.76991,180,158.7850524085807,156.74268690390687,25.56654045400095,60.58439127927362,274.8436223592683,49.521359573971885,70.71603734461017,120.34241264818333,0.08612037457923535,0.055720113171778676,1928850084.4625912,25_34,women,some_college,no_valid_earnings,parent,0.7562940096481963,Q4_high
55_64|men|hs|no_valid_earnings|nonparent,2003,700391360.3782051,151,139.02115287071678,18.41093440095735,0.0,34.743857934300934,410.3391884312854,136.7018637727798,29.396613665486232,92.65298552527877,0.06743342400639951,0.02491249918414962,3857622782.028439,55_64,men,hs,no_valid_earnings,nonparent,-0.22902906336474738,Q3
35_44|women|ba_plus|1000_1499_week|parent,2003,171971753.920955,73,72.07542857276017,86.23660139963515,1.159009500324233,70.81266641982393,195.49629967907072,328.57655006735723,35.26568138797291,104.80950947627001,0.07072786261126808,0.02819487819474057,2081960983.49941,35_44,women,ba_plus,1000_1499_week,parent,-0.05532033773028114,Q3
45_54|women|some_college|500_999_week|parent,2003,184598911.70518598,76,110.51721218646223,39.95370834651127,0.890698924781477,57.50478478232336,265.9468206864587,279.5097262703917,41.39245609306733,102.77617267921346,0.0720648606041002,0.030244446880871297,812886081.314549,45_54,women,some_college,500_999_week,parent,0.015176716659345698,Q3
55_64|women|ba_plus|no_valid_earnings|nonparent,2003,458580558.461396,147,154.14386888263948,27.963147693024354,4.375253906994516,102.03735814023185,357.0908493990603,29.689537617948282,67.38930534898647,122.66880228275492,0.08366062629842734,0.04856070043393167,3786327246.1611147,55_64,women,ba_plus,no_valid_earnings,nonparent,0.6265967256832472,Q4_high
25_34|men|hs|500_999_week|nonparent,2003,320855086.1634131,52,56.12313512788923,10.904303242928302,0.21948109858982853,38.851629378443654,322.9521754809057,296.29382525425723,33.71706340202631,94.2328353004538,0.06085937668799509,0.01661180475687016,1925517158.3791382,25_34,men,hs,500_999_week,nonparent,-0.5756645660731885,Q2
35_44|women|ba_plus|500_999_week|nonparent,2003,290293398.66853803,85,86.09822788350348,9.998085402623113,9.11109722090335,66.56939634986881,265.7495697883928,290.8142874708779,52.7107909517007,110.2299794190388,0.06936583085986874,0.029754576584165075,962579663.1906499,35_44,women,ba_plus,500_999_week,nonparent,-0.12713736885042834,Q3
